Evidence ID,Recorded UTC,Exact Object ID,Drive ID,Artifact ID,Evidence Role,Primary Evidence,Summary Only,Derives From,Code Fixture ID,Computational Fixture ID,Methodological Family,Review ID,Evidence Class,Source URL,Status
EV-GP-REC-SELFHEAL-20260728-36,2026-07-28T06:10:00Z,GP-REC-SELFHEAL-20260728-36,1gyLGn4NllFCwEaUGupqhVf3a2SLYTu6AFjYxZAD93bw,GP-REC-SELFHEAL-20260728-36,CONTROL_LINK_POLICY_CURRENT_STATE_REPAIR,TRUE,FALSE,Bootstrap R16; Autorouter R12; Config row 252; OP-PROT-017/REF exact IDs,NONE,"Exact document readback, stable-key Config update, live control-plane audit, same-run XLSX scans, additive rollback",OpenAI operations / zero scientific and organizational-independence credit,NONE,OPERATIONAL SELF-HEALING RECEIPT,https://docs.google.com/document/d/1gyLGn4NllFCwEaUGupqhVf3a2SLYTu6AFjYxZAD93bw/edit,PASS / COMPLETE / LEASE RELEASED
EV-LSDER036-V11,2026-07-28T06:20:00Z,LS-DER-036-v1.1,1f_bqwcWGp9sS13-v4qHdzNROKx2hzvAlDTTl-skco-Q,LS-DER-036-v1.1,NUMBERED_TBG3B_FIXED_COMPACT_PALM_STABILITY_SUCCESSOR,TRUE,FALSE,LS-DER-036-v1.0; CL-AUD-LSDER036; LS-DER-021/023/032/034/035; DQ-057,SHA256:3416ddeebacd071f316a1e281aa3df2e99cf1e4965c1eb8bac203d23b6eb05b3,OP-PROT-017 marker replay; fixed-chart/H5/boundary-layer successor; exact registration,OpenAI same-family candidate / zero organizational-independence credit,LS-REQ-032-v1.0,B MARKER-DELIMITED FROZEN BODY,https://docs.google.com/document/d/1f_bqwcWGp9sS13-v4qHdzNROKx2hzvAlDTTl-skco-Q/edit,PASS IDENTITY / SUCCESSOR REVIEW OPEN / PACKAGE HOLD / NO PROMOTION
EV-LSREQ032,2026-07-28T06:20:00Z,LS-REQ-032-v1.0,19RaCdwEHAVRjOynksS2umRRV7luCBfvAlWlHXVi50oo,LS-REQ-032-v1.0,EXACT_REVIEW_REQUEST_FOR_LS_DER036_V11,TRUE,FALSE,LS-DER-036-v1.1; predecessor v1.0; controlling/supplemental Anthropic verdict objects; LS-DER-021/023/032/034/035,SHA256:14f056452b6458ee34796e4f6bd1aeab099c0cf0ca6a26bd1464315c3905c711,R0-R20; M1-M18; dependency and status firewalls,OpenAI review routing / zero review and organizational-independence credit,NONE,B MARKER-DELIMITED REVIEW PACKET,https://docs.google.com/document/d/19RaCdwEHAVRjOynksS2umRRV7luCBfvAlWlHXVi50oo/edit,PASS IDENTITY / OPEN EXACT REVIEW / PREDECESSOR VERDICT DOES NOT TRANSFER
EV-GP-REC-SELFHEAL-20260728-39,2026-07-28T07:34:00Z,GP-REC-SELFHEAL-20260728-39,16Jr4WG8BIH8ZLnvnDxjztrPstlZvHNJ6fEBqaHxa3Nc,GP-REC-SELFHEAL-20260728-39,CURRENT_REGISTERED_WATCH_BASELINE_RECONCILIATION,TRUE,FALSE,TIG-DQ-034; TIG-DQ-043; TIG-DQ-054; DQ-055; Identity Drift Watch,NONE,"Bounded live row readback, authoritative 52-row inventory, root sweep, same-run XLSX and rollback evidence",OpenAI operations / zero scientific and organizational-independence credit,NONE,OPERATIONAL SELF-HEALING RECEIPT,https://docs.google.com/document/d/16Jr4WG8BIH8ZLnvnDxjztrPstlZvHNJ6fEBqaHxa3Nc/edit,PASS / COMPLETE / LEASE RELEASED / PACKAGE HOLD UNCHANGED
EV-LSDER038,2026-07-28T06:40:00Z,LS-DER-038-v1.0,1c8eP9TWsgGoLdm393k7QUATzCH16oCThcuB-SH4IriY,LS-DER-038-v1.0,CORRECTED_COMPACT_SYNTHESIS_SUCCESSOR,TRUE,FALSE,LS-DER-025; LS-DER-035/036-v1.1/037; S2-DER-010; LS-DER-021/022/023/024/030,SHA256:5fd2413c52eac9538f85dba3ecaad68861c23f31a03e4a8b766c9914e518b7e5,"OP-PROT-017 replay; corrected event algebra, specific coefficient and total factor 576",OpenAI same-family candidate / zero organizational-independence credit,LS-REQ-033-v1.0,B MARKER-DELIMITED FROZEN BODY,https://docs.google.com/document/d/1c8eP9TWsgGoLdm393k7QUATzCH16oCThcuB-SH4IriY/edit,PASS IDENTITY / DQ-061 REVIEW OPEN / PACKAGE HOLD / NO PROMOTION
EV-LSREQ033,2026-07-28T06:40:00Z,LS-REQ-033-v1.0,1HLgGIYkveWdh7SxzkDaQUJ2xRP3LapmWLQrAeMvtHHw,LS-REQ-033-v1.0,EXACT_REVIEW_REQUEST_FOR_LS_DER038,TRUE,FALSE,LS-DER-038; LS-DER-025 predecessor verdict; imported dependency chain,SHA256:2e90bd5401ec00825552398bbe408acaacf967aa95134da60fd34e49460fcec9,"R0-R17; M1-M18; predecessor/successor, source-status and coefficient firewalls",OpenAI review routing / zero review and organizational-independence credit,NONE,B MARKER-DELIMITED REVIEW PACKET,https://docs.google.com/document/d/1HLgGIYkveWdh7SxzkDaQUJ2xRP3LapmWLQrAeMvtHHw/edit,PASS IDENTITY / OPEN EXACT SYNTHESIS REVIEW
EV-GP-REC-SELFHEAL-20260728-38,2026-07-28T06:40:00Z,GP-REC-SELFHEAL-20260728-38,106SyuljsXHsvDnsV8GgcGocnrGm0wpvLdJ7EUoUe4Gc,GP-REC-SELFHEAL-20260728-38,TASK_GATE_AND_IDENTITY_COVERAGE_REPAIR_RECEIPT,TRUE,FALSE,DQ-061; LS-DER-038; LS-REQ-033; TIG/View equality; DQ-055 current inventory,NONE,"Exact Drive metadata, OP-PROT-017 replays, stable-key repairs, live/XLSX and rollback",OpenAI operations / zero scientific and organizational-independence credit,NONE,OPERATIONAL SELF-HEALING RECEIPT,https://docs.google.com/document/d/106SyuljsXHsvDnsV8GgcGocnrGm0wpvLdJ7EUoUe4Gc/edit,PASS / COMPLETE / LEASE RELEASED / PACKAGE HOLD
EV-GP-REC-SELFHEAL-20260728-40,2026-07-28T08:30:00Z,GP-REC-SELFHEAL-20260728-40,19D5pahWTMBvY0g4TbM0j8Nbz6s1PSUbCpua0pWPiqac,GP-REC-SELFHEAL-20260728-40,POST_ACTIVATION_GATE_WATCH_AND_RAW_BYTE_REPAIR_RECEIPT,TRUE,FALSE,DQ-062–068; LS-DER-039–045; LS-DATA-043A/B and 045A/B; DQ-055; OP-PROT-014/017,NONE,"Seven exact theorem replays, four raw Drive replays, task/gate/view and baseline readback, root and XLSX gates",OpenAI operations / zero scientific and organizational-independence credit,NONE,OPERATIONAL SELF-HEALING RECEIPT,https://docs.google.com/document/d/19D5pahWTMBvY0g4TbM0j8Nbz6s1PSUbCpua0pWPiqac/edit,PASS / COMPLETE / LEASE RELEASED / PACKAGE HOLD
EV-LSDER063-AUDIT,2026-07-28T17:15:50Z,LS-DER-053/056/059/060/061/062 chain,1pQ3I6EmcWwYzRAHegn9_aLwZ0m7UKa5ibqFTGDC_4CU,CL-AUD-LSDER062-20260728-01,ORGANIZATIONALLY_DISTINCT_REVIEW,TRUE,FALSE,LS-REQ-034 / DQ-086,No raw hash fixture,Independent Decimal/Fraction reconstruction,Anthropic external-family methodology,REV-LSDER062-CLAUDE-001,EXTERNAL AMEND VERDICT,https://docs.google.com/document/d/1pQ3I6EmcWwYzRAHegn9_aLwZ0m7UKa5ibqFTGDC_4CU/edit,AMEND REQUIRED
EV-LSDER063-SOURCE,2026-07-28T18:00:00Z,LS-DER-063-v1.0,17ogPDEn73dsr180cNe3WLdh8vFIdQdCmwhYweVjSJWA,LS-DATA-063A-v1.0,PRIMARY_DERIVATION,TRUE,FALSE,LS-DATA-061A plus CL-AUD precision repair,SHA256:6753bc63aff9e1e56af71a8f62d66653ddee917a198598cad324872a407e9a15,400-digit mpmath execution / Nphi64,OpenAI repair implementation,REV-LSDER062-CLAUDE-001,EXECUTABLE SOURCE,https://docs.google.com/document/d/17ogPDEn73dsr180cNe3WLdh8vFIdQdCmwhYweVjSJWA/edit,PASS
EV-LSDER063-RESULT,2026-07-28T18:00:00Z,LS-DER-063-v1.0,18J0Eg8jX3_6GQrArniRYOO2eaDQVvDI_NK3gbCj1RGc,LS-DATA-063B-v1.0,EXECUTABLE_RECEIPT,TRUE,FALSE,EV-LSDER063-SOURCE,SHA256:973aea608347ddbc25f7c9213d266062698567cf4ffd0219d81cc956266fb54c,280-digit external-value match,OpenAI execution with Anthropic numerical comparison,REV-LSDER062-CLAUDE-001,HIGH-PRECISION RESULT,https://docs.google.com/document/d/18J0Eg8jX3_6GQrArniRYOO2eaDQVvDI_NK3gbCj1RGc/edit,PASS
EV-LSDER063-THEOREM,2026-07-28T18:00:00Z,LS-DER-063-v1.0,1lCn-ozVPnLQTFdDmoDRpU1tViXT0900Bx5XosYrGcck,LS-DER-063-v1.0,CORRECTION_SUCCESSOR,TRUE,FALSE,CL-AUD plus EV-LSDER063-SOURCE/RESULT,SHA256:0face8b5a30ea2006ecd8d957c4b9e86598c1530847b7a6050ea95024dd75dd2,Precision-corrected coefficient and scope separation,OpenAI correction successor,REV-LSDER062-CLAUDE-001,REVIEW-RECONCILED THEOREM CANDIDATE,https://docs.google.com/document/d/1lCn-ozVPnLQTFdDmoDRpU1tViXT0900Bx5XosYrGcck/edit,PASS / TWO ANALYTIC DEBTS OPEN
EVID-GP-AUD-EC019-PATHB-20260730,2026-07-31T00:03:27Z,EC-019-PATH-B-PACKAGE-INTEGRITY,1jfhA9_Wxckmla5F4732upP6pnLKH4eNNH-IjAj4EbP4,GP-AUD-EC019-PATHB-20260730-v1.0,DISTINCT-FAMILY EXACT REPLAY / SOURCE-TO-SPEC AUDIT / AUTO-YES CLOSURE RECEIPT,TRUE,FALSE,LCR-REQ-062; AD-009; CL-REG-219; CL-AUD-222; CL-AUD-228; GP-SPEC-166,CL219-SOURCE-SHA256:74a228daf0971f93473d4739d3dfac4e0a018c75126e4c174508601d6cb7d85b,CL219-RESULT-SHA256:90cad61f0f9412ad9218f301fa3eb78a99230f03e5e81947f6e933a962b611dc,Exact rational source replay and byte identity,REV-EC019-GP-PATHB-20260730,PRIMARY PACKAGE-INTEGRITY EVIDENCE / ZERO ADDITIONAL MATHEMATICAL INDEPENDENCE CREDIT,https://docs.google.com/document/d/1jfhA9_Wxckmla5F4732upP6pnLKH4eNNH-IjAj4EbP4/edit,PASS / EC-019 TERMINAL AT EXACT r=1/20 SCOPE
EVID-GP-AUD-EC020-PREFLIGHT-20260730,2026-07-31T00:19:37Z,TRC-EC020-v0.4 PACKAGE PREFLIGHT,1XO99-nO6riOirZdh1wbmGsS0oXY6cDtcIZ9pShTRdIA,GP-AUD-EC020-PREFLIGHT-20260730-v1.0,ZERO-CREDIT EXACT CARRIER / VALIDATOR / LEAF / LINK / HOSTILE-CONTROL PREFLIGHT,TRUE,FALSE,GP-REQ-235; GP-REC-234; three v0.4 carriers; GP-DATA-233; GP-DATA-178; CL-AUD-201,VALIDATOR-SHA256:e8d51d763919f15926b9d0f18777e82219f7fe2e242b029b3b1a182c0d2d64b8,RECEIPT-SHA256:ec152a4b943fa08d80c336281106beda004df90222adf665677532b1bce012a7 / 10-OF-10 MUTATIONS FAIL CLOSED,OpenAI same-line package reproducibility / zero independence credit,REV-EC020-GP-PREFLIGHT-20260730,PRIMARY PREFLIGHT EVIDENCE / NONQUALIFYING FOR DQ-027,https://docs.google.com/document/d/1XO99-nO6riOirZdh1wbmGsS0oXY6cDtcIZ9pShTRdIA/edit,TECHNICAL PASS WITH NONMATERIAL FINDINGS / DQ-027 OPEN / NO ROOT / NO SEAL
EVID-CL-AUD231-P01G,2026-07-25T20:40:25Z,P0.1 DOMAIN-G EXACT NORMALIZER SUBCHAIN,1BOSMiK2C4RHj4vUt-LEucgVY949gptbwmASx9nc9e_0,CL-AUD-231-v1.0,ORGANIZATIONALLY DISTINCT EXACT-HASH MATHEMATICAL REVIEW,TRUE,FALSE,GP-REQ-179; CL-REG-230; GP-DATA-123 SHA 666f582c…eb28; GP-DER-044; frozen Pass-A artifacts,PASS-A-NOTES-SHA256:055810594a89a9ac94282f915358fbc9dc8da42c392e4e2da56e884ead43e506,PASS-A-VERIFY-SHA256:23977d8c2e22b8bdafd60912213ff14a74a73b6934e6f585383a51145b9b5e30 / PASS-A-LOG-SHA256:274d256b6c47cbfea3b81cea07651c4d714ff97728a3fbfab06c165b9c1cca64,Anthropic Gaussian/Palm independent reconstruction,REV-P01G-CL-AUD231-20260725,QUALIFYING DISTINCT-FAMILY EXACT-HASH REVIEW / ONE LINEAGE CREDIT,https://docs.google.com/document/d/1BOSMiK2C4RHj4vUt-LEucgVY949gptbwmASx9nc9e_0/edit,APPROVE / G1-G9 ALL PASS / DOMAIN-G COMPLETE
EVID-P02-AUD-009-011,2026-07-31T00:28:36Z,P0.2 LM009 TAIL AND LM011 SYNTHESIS SUBCHAIN,1ieEBYEfZgamxI48R-72BJ-M8F1QqDMcPtK2ev8rUt0M,P02-AUD-009-011-v1.0,SAME-LINE EXACT-OBJECT AND CONDITIONAL-SYNTHESIS AUDIT,FALSE,TRUE,LCR-DER-027-v1.0; LCR-DER-033-v1.0; current LM004/010/012 successors; current LM013 stack,LM009 3919B SHA ccc07d959428519733c7fdf6c72f1bce63a40d0b0dc956ce0fe9f2ec459eb0b1,LM011 9721B SHA 17c37fa1da7aa246f3018bd4ecc69b6e7beef5d8a1bda616d250146b3629efa9,OpenAI latest-object and proof verification,REV-P02-009-011-GP-20260730,NONQUALIFYING SAME-LINE EVIDENCE / ZERO EXTERNAL REVIEW CREDIT,https://docs.google.com/document/d/1ieEBYEfZgamxI48R-72BJ-M8F1QqDMcPtK2ev8rUt0M/edit,PASS SAME-LINE / EXTERNAL REVIEW OPEN
EVID-DQ059-NEG-CONTROL,2026-07-31T00:35:27Z,OP-PROT-017 CREATION-PATH CONTROL,1KEP5HUohtoTTbxe49EUE4EvubBFzPmQ6_ttR1lJgB8Y,DQ-059-NEGATIVE-CONTROL-v1.0,SANDBOX CONVERSION NEGATIVE CONTROL,TRUE,FALSE,OP-PROT-017; CL-CLWO-20260727-05 Item 7; authored local TXT,Authored raw 552 B SHA 372315b4949833f4761ec40a586d864b2e33a8b04175360c8ff51720b6dde012; body 199 B SHA 17d9a0ef40312321f72798a880b069552dd28d4e337acf9c623bc168248f5f1b,Converted raw 577 B SHA e40eddc3798e562e992f81c94056ea8c4c0079c680a68f05c7d012c471d9aab4; body 201 B SHA d842f1f35ec6d0a985e514fdbe2ca92fdb727c36e52e237f6c649d86adcd4ecf,OpenAI / GP sandbox conversion,REV-DQ059-GP-20260730,OPERATIONS EVIDENCE / ZERO MATHEMATICAL REVIEW CREDIT,https://docs.google.com/document/d/1KEP5HUohtoTTbxe49EUE4EvubBFzPmQ6_ttR1lJgB8Y/edit,PASS — TWO AUTHORED EMPTY LINES EXPORTED AS FOUR
EVID-DQ058-SOURCE-SUCCESSOR,2026-07-31T01:00:38Z,SOURCE IDENTITY / PACKAGE INVENTORY,14DDFBK1-ztJ2DRLHc7dCnl7Fwcft8dFe8HdcRx_N1qQ,LS-DER-023-v1.1,MARKER BODY + NO-MATH-CHANGE CROSSWALK + 197-DOC WHOLE-EXPORT MANIFEST,TRUE,FALSE,LS-DER-023-v1.0; CL-CLWO-20260727-05 Item 5; OP-PROT-017,"Predecessor 13,795 B / 30270eb7…b791; successor 13,867 B / 184703b7…f0ac8","LS-MAN-046 body 51,166 B / be812808…d4223; final 200 children; root zero loose Docs",OpenAI / GP operations,REV-DQ058-GP-20260730,OPERATIONS EVIDENCE / ZERO MATHEMATICAL REVIEW CREDIT,https://docs.google.com/document/d/1aMBHHO1KRDLWY0tWx4MFhRfYMbeCGX48JW8x3emuEaQ/edit,PASS — SOURCE REPAIR COMPLETE / EXTERNAL REVIEW OPEN / XLSX PASS
EVID-LSDER036-V10-CONTROL-1ZMQ,2026-07-31T01:12:57Z,LS-DER-036-v1.0,1zMq504Z2iW4cDr220n8D5sc66kMzwDGGqNMrlwY8f6U,CL-AUD-LSDER036-20260727-01@1zMq504,CONTROLLING ORGANIZATIONALLY DISTINCT EXACT-HASH PREDECESSOR VERDICT,TRUE,FALSE,LS-REQ-030; LS-DER-036-v1.0; mandatory sources,"Body 3,243 B / 7901fa287b27acaafb8f827b38febaddbb97b3db22e75abf6e79e9a6c6c41467",R2/R4/R6/R7/R9; M4/M11/M12 exact reconstructions,Anthropic exact-field dynamics,REV-LSDER036-V10-ANTHROPIC-CONTROL-1ZMQ,PRIMARY EXTERNAL REVIEW EVIDENCE / ONE LINEAGE CREDIT,https://docs.google.com/document/d/1zMq504Z2iW4cDr220n8D5sc66kMzwDGGqNMrlwY8f6U/edit,CONTROLLING FOR V1.0 ONLY / V1.1 REVIEW OPEN
EVID-LSDER036-V10-SUPP-1ACC,2026-07-31T01:12:57Z,LS-DER-036-v1.0,1AcCpCeRlv5K616rQu4Mn4IV2O2WV1WMtN9aPaJfRYpA,CL-AUD-LSDER036-20260727-01@1AcCpCe,SUPPLEMENTAL SAME-LINEAGE EXACT-HASH REVIEW EVIDENCE,TRUE,FALSE,LS-REQ-030; LS-DER-036-v1.0; controlling review 1zMq,"Body 5,114 B / 4e6bbd5e9a83f75d4002bcd0656ee03bfadcfb802fd3f68896de9426d1eeb158",R0-R14; M1-M12; exact factorization and margin checks,Anthropic exact-field dynamics,REV-LSDER036-V10-ANTHROPIC-SUPP-1ACC,SUPPLEMENTAL SAME-LINEAGE EVIDENCE / ZERO EXTRA CREDIT,https://docs.google.com/document/d/1AcCpCeRlv5K616rQu4Mn4IV2O2WV1WMtN9aPaJfRYpA/edit,PRESERVED / NONCONTROLLING / NO SILENT SUBSTITUTION
EVID-OPPROT017-SUPA-CURRENT,2026-07-31T01:26:45Z,OP-PROT-017-SUP-A-v1.0,1BhQF7lU5urCCrPenFG-yD8Enp5Tu0Dpbra-Z2hJz20s,OP-PROT-017-SUP-A-v1.0,CURRENT EXACT OPERATIONS SUPPLEMENT IDENTITY,TRUE,FALSE,OP-PROT-017-v1.0; Frozen Objects register,"Raw 11,419 B / 724f254bd7043a0122818b689b81ca8e804c97964e406da22b16a08dadace092","Body 1,392 B / 5b470e5aa5c1b49ccd0200e83a1a489e8df53c873af06d8728b6abf418dea98f",Anthropic operations evidence,REV-DEF-LSDER034-GP-20260730,OPERATIONS EVIDENCE / ZERO MATHEMATICAL REVIEW CREDIT,https://docs.google.com/document/d/1BhQF7lU5urCCrPenFG-yD8Enp5Tu0Dpbra-Z2hJz20s/edit,PASS / BOUND AND WATCHED
EVID-OPPROT017-SUPB-CURRENT,2026-07-31T01:26:45Z,OP-PROT-017-SUP-B-v1.0,1wj1YO-Eq3i9IGrOOjeRYvxxtBpHiOuOsOJIiw27QqVw,OP-PROT-017-SUP-B-v1.0,CURRENT EXACT TOKEN-CELL RECONCILIATION SUPPLEMENT,TRUE,FALSE,OP-PROT-017-v1.0; SUP-A; live register,"Raw 12,224 B / 9a3a621585cc8c30a098ae26a14921246067a5fbab405fda94c7e4e7828b9ad2","Body 1,788 B / d88d9f10d8660b453646c3eba189226af3fbec8012cda6f30646d17c757ac98e",Anthropic operations evidence,REV-DEF-LSDER034-GP-20260730,OPERATIONS EVIDENCE / ZERO MATHEMATICAL REVIEW CREDIT,https://docs.google.com/document/d/1wj1YO-Eq3i9IGrOOjeRYvxxtBpHiOuOsOJIiw27QqVw/edit,PASS / DEFECT SOURCE PRESERVED / DEFECT REPAIRED
EVID-LSDER034-TOKEN-REPAIR,2026-07-31T01:26:45Z,LS-DER-034-v1.0,1_KF28jr2RS8ySFrealYRVuxARY2EHyCEaByGb36rGnk,GP-REC-DEF-LSDER034-TOKENS-20260730-v1.0,FRESH EXACT RULE-EXECUTION AND SINGLE-CELL REPAIR,TRUE,FALSE,CLWO03@1r3; CLWO05@1gN; OP-PROT-017 SUP-A/B,"Raw 11,147 B / 7b500f6bec189eb9da1bac4fa019cdf77c1999c526cd4de8af63d1cddb16425d","Body 8,910 B / e2144a8423439076ee6bd0bdec301a224fa20acdf367b8cf2136f977054a6dad; correct markers 1/1; wrong INTERP tokens 0/0",OpenAI / GP operations,REV-DEF-LSDER034-GP-20260730,REGISTER METADATA REPAIR EVIDENCE / ZERO SCIENTIFIC CREDIT,https://docs.google.com/document/d/1Zjxn0Ak01csZA7h48RGJztvgZ2o9fZOsg6b9sSwpRHc/edit,PASS / TOKEN CELL CORRECTED / BODY UNCHANGED
EVID-LSDER024-NOTICE-CURRENT,2026-07-31T01:26:45Z,LS-DER-024-v1.0,1xixpJVO2YLmp_GooqSNmAWUYF9LHZDEWm8UOOl5EbMk,GP-REC-DEF-LSDER034-TOKENS-20260730-v1.0,CURRENT NOTICE AND FROZEN-BODY NO-CHANGE VERIFICATION,TRUE,FALSE,LS-DER-035-v1.0; LS-DER-036-v1.1; prior notice work order,"Raw 23,750 B / e1b7341e85b1c71970c2fcd0150f68419d3ce00ba387e7163b9256a6baa9f81c","Body 19,078 B / 8836a0bad4083e6cfbf9306510122e82b00d7c1a97c92429dd2c97dd3d0a9ff9; notice and markers present",OpenAI / GP operations,REV-DEF-LSDER034-GP-20260730,CURRENT-OBJECT NO-CHANGE EVIDENCE / ZERO SCIENTIFIC CREDIT,https://docs.google.com/document/d/1xixpJVO2YLmp_GooqSNmAWUYF9LHZDEWm8UOOl5EbMk/edit,PASS / NOTICE ALREADY PRESENT / AMEND REQUIRED / V1.1 REVIEW OPEN
EVID-SIDE24-RPCS-AUDIT-CHAIN-20260802,2026-08-02T16:10:54Z,SIDE24_3D_FACEWISE_AND_THEOREM_RATIFICATION,1MfA94SaoYpnnAs7HYLNvowG9EHIR3Opk,GP-SIDE24-CTL-001-v1.0,CONTROLLING OPERATOR RATIFICATION AND AUDIT-CHAIN BINDING,TRUE,FALSE,FACEWISE v1.1 d5677359…; AO48-AUD-043 b41b1e1f…; AO48-AUD-044 be6b53a2…; AO48-OPR-045 e48d7c27…,FACEWISE input SHA 40faad08824e4e77520143078ed606c8681532cc77ae9c9d42551baa5277b400; v1.1 authoring-conformance SHA d5677359e72243a89450c14d324051948d721aa031bb729f2ce9f76fb392804e,V3.4 archive ba2a296b6a9c438eaf9f30aeaa40d4162195b256a9b2516259cd30a2468dd480; envelope f19132b47dd58339d632ffe8ef5c9466dbcf9b353b406a31e22d3e35b5e5d0fb,Kimi third-provider audit; AO48 independent reconciliation; OpenAI/GP integration,REV-SIDE24-KIMI-006-006B-20260802,OPERATOR-RATIFIED THIRD-FAMILY AUDIT CHAIN; DIRECT KIMI RAW CARRIERS PENDING,https://drive.google.com/file/d/1MfA94SaoYpnnAs7HYLNvowG9EHIR3Opk/view,PASS / SIDE24 RATIFIED-AT-STATED-SCOPE / PROVENANCE QUALIFIED
EV-LPW-R04-ADD2,2026-09-13T03:05:00Z,LPW-CAND-20260912,1wbT3n3zLGgJdDBgCc3Q5spujJrW73hfY,KIMI_LPW_VERDICT_ADDENDUM_2.pdf,RECEIVED REVIEW/CORRECTION REPORT,FALSE,FALSE,User upload; PDF SHA ec5102861e6e199466ddff8a83de829eefee402c450b300b38a758b0daf2a9e8,,,Kimi provider family; lead + task branches not independent families,KIMI LPW addendum 2,PDF report transport; declared raw hashes not yet reproduced,https://drive.google.com/file/d/1wbT3n3zLGgJdDBgCc3Q5spujJrW73hfY/view,RECEIVED / ORIGINAL PDF HASHED
EV-LPW-R04-QC-ANALYTIC,2026-09-13T03:05:00Z,QC-RETURN03,1rPfjErFPed0Y36Rizzn5rPOCmR0xbnO8,LEAD_ANALYTIC_VERDICT.pdf,Q1–Q7 ANALYTIC REVIEW REPORT,FALSE,FALSE,User upload; PDF SHA 989be970927d70cc83277132ca6cc043b44427d1cef4e92004dd92576b54e2f8,,,Kimi lead; full derivation visible,LEAD_ANALYTIC_VERDICT / Q1–Q7,Received analytic judgment; not raw QC335 replay,https://drive.google.com/file/d/1rPfjErFPed0Y36Rizzn5rPOCmR0xbnO8/view,PASS REPORTED AT ANALYTIC SCOPE; CUSTODY PENDING
EV-LPW-R04-RB-ERR,2026-09-13T03:05:00Z,RB finite-r covariance/density table,1ULlilFXKkRjZrTjoC7HPxpKFwIFs6HVD,RB_R2_RUNGTABLE_ERRATA.pdf,SCOPED NUMERICAL ERRATUM,FALSE,FALSE,User upload; PDF SHA 11932341c288f7789644fdfa3b35161d3f97784b9632667d7e7bdbc4e8d3d068,,,Kimi lead on constant-agent finding,RB_R2_RUNGTABLE_ERRATA,Original finite-r numerical display superseded; endpoint analytic argument separate,https://drive.google.com/file/d/1ULlilFXKkRjZrTjoC7HPxpKFwIFs6HVD/view,RECEIVED ERRATUM; CORRECTED RAW SCRIPT PENDING
EV-LPW-R04-SHARP-RELAY,2026-09-13T03:05:00Z,LPW_CONSTANT / W8 v3 / QC335,1WIEC1-JqerMn31irmeKiJuYf5HvjB0F0,KIMI_UPDATE_RELAY.md,USER-RELAYED UPDATE ONLY,FALSE,TRUE,"Current user message; authored structured relay, not an original Kimi certificate",,,Reported Kimi activity,,REPORTED; raw artifacts not received,https://drive.google.com/file/d/1WIEC1-JqerMn31irmeKiJuYf5HvjB0F0/view,NO LOCAL CERTIFICATION / W8 H-B3 RETAINED
EV-LPW-R05-RAW,2026-09-13T04:02:50Z,KIMI_LPW_REVIEW_BUNDLE_2026-09-13.zip,1CmjhNtnn0bDuUu9eEfAZ9ZM_Yxpmxier,LPW-R05-INTAKE,RAW_REVIEW_CUSTODY,TRUE,FALSE,Kimi R1–R6 and Addenda1–3,RB/RC/RD exact scripts,R05 replay receipt,One Kimi external provider family; author-side same-code replay,LPW-R05,RAW_HASH+REPLAY,https://drive.google.com/file/d/1CmjhNtnn0bDuUu9eEfAZ9ZM_Yxpmxier/view,37/37 MATCH; whole verdict hash correct; exact-prefix body rule AMEND
EV-LPW-R05-QC,2026-09-13T04:02:50Z,KIMI_QC_NUMERICAL_PACKAGE.zip,1nUZBybewLc2h1-ALvJPcymSDOAnDpvqe,QC-RETURN03,NUMERICAL_REVIEW_REPRODUCTION,TRUE,FALSE,Fallback target18a6e27c...65d70,qc_return03_numeric.py f3622d3c...,335-check reference output3311b40f...,Kimi review; GP same-source replay,LPW-R05-QC,FINITE_NUMERIC_CHECKS; analytic verdict separate,https://drive.google.com/file/d/1nUZBybewLc2h1-ALvJPcymSDOAnDpvqe/view,19/19 MATCH; both replay modes match
EV-LPW-R05-CONSTANT,2026-09-13T04:02:50Z,KIMI_LPW_CONSTANT_PACKAGE.zip,1VBrdzaZI28XdBaVcTSnnKqSPbA6Dom4T,LPW_CONSTANT_v1.0,RECEIVED_CERTIFICATE_WITH_DEFECTS,TRUE,FALSE,LPW qualitative+endpoint floor,lpw_constant.py e258322c; falsify435b40ce,d0cb9259 reference output reproduced,Kimi author and lead; GP audit,LPW-R05-F1/F2/F5,AMEND_REQUIRED,https://drive.google.com/file/d/1dq7BE_BZyp9tnRcQE6mO9K6RRb_vwabe/view,9/9 MATCH; code replay PASS is not proof repair
EV-LPW-R05-RAYLEIGH,2026-09-13T04:02:50Z,LPW-R05-RAYLEIGH,1ngaO6hzeIXdCYWMwKl8JYPPZTeryGFTx,LPW-R05-RAYLEIGH,NEW_ANALYTIC_REPAIR,TRUE,FALSE,OriginalLPW; exact endpoint31/250; received profile design,interval_repair.py,39 interval checks; headline mutation normal/-O,OpenAI author-side; not a new independent reviewer,TARGETED_EXTERNAL_REVIEW_OPEN,ANALYTIC_CANDIDATE+DIRECTED_INTERVALS,https://drive.google.com/file/d/1ngaO6hzeIXdCYWMwKl8JYPPZTeryGFTx/view,6.238e-44; radius1/2414592; candidate only
