Title,Original path,Original link,First reading copy,File type,Context,Source SHA-256,Access status,Bytes,Drive ID,Reading copy count
cl_probe_215.json — CL WRITE-PATH PROBE — NON-CARRIER — DO NOT MANIFEST,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/cl_probe_215.json — CL WRITE-PATH PROBE — NON-CARRIER — DO NOT MANIFEST,https://drive.google.com/file/d/1_eSjsDTN5w2ZVs_18NhLDhn6EVITRdt9/view?usp=drivesdk,https://docs.google.com/document/d/1QjxRLlCJIcfeMl_NYtIfcep0OMpbBoifjzxVp1prrnI/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,55e18f463e371f2983c4cdb43cc16176bc84462c28325ae441045bff6bf73cb4,TEXT_READING_COPY,720,1_eSjsDTN5w2ZVs_18NhLDhn6EVITRdt9,1
STAGING SOURCE — validation_summary.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — validation_summary.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1XIcXdeE4fyELcubPHzf4CFdU9-29YpR0oqjsP-ZKCT0/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1872,1XIcXdeE4fyELcubPHzf4CFdU9-29YpR0oqjsP-ZKCT0,0
STAGING SOURCE — root_hash_receipt.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — root_hash_receipt.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1UDqYxNoo9hlNORuTQ9zVef8iw8o_ndkDEzcFfNdwFmg/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1708,1UDqYxNoo9hlNORuTQ9zVef8iw8o_ndkDEzcFfNdwFmg,0
STAGING SOURCE — checksums.sha256 — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — checksums.sha256 — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1ntjwLosaLAiilY6JdPVCNOSP6YiyO0QOwk2HRonxS0M/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1772,1ntjwLosaLAiilY6JdPVCNOSP6YiyO0QOwk2HRonxS0M,0
STAGING SOURCE — manifest.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — manifest.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1STGGc-R3QTmd2lLjd3n-SgmTYrmf0-5n3Vf7_WoKa7k/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,4646,1STGGc-R3QTmd2lLjd3n-SgmTYrmf0-5n3Vf7_WoKa7k,0
STAGING SOURCE — e3_wrapper_export_identity.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — e3_wrapper_export_identity.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1uxhxNy4XnKGq3fTtrB0W4f0PFo9-tIl4UTsb9ZA7UWg/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1223,1uxhxNy4XnKGq3fTtrB0W4f0PFo9-tIl4UTsb9ZA7UWg,0
STAGING SOURCE — primary_document_export_identities.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — primary_document_export_identities.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1YrzDAbntWNJzScSxFEzmbKIjRzxxlNNnmQXLgrdURWc/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1655,1YrzDAbntWNJzScSxFEzmbKIjRzxxlNNnmQXLgrdURWc,0
STAGING SOURCE — evidence_graph.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — evidence_graph.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1wuZu2qx80v45Mwuft0GztmnIwhIdmZ-B678nLDll61A/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,2339,1wuZu2qx80v45Mwuft0GztmnIwhIdmZ-B678nLDll61A,0
NORMALIZATION STAGING — link_validation.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/NORMALIZATION STAGING — link_validation.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://drive.google.com/file/d/1cOMeDJPoFWc8AkgNBsUSgntU7ow6-aw_/view?usp=drivesdk,https://docs.google.com/document/d/1sNbXtXLjTB6Np0FABWjnw6Pxdn80799F8TadVoqiWbA/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,7a59b568f3b2731737e258b44e401a0c0ae999ac2af838f9153b54a07dba41de,TEXT_READING_COPY,2488,1cOMeDJPoFWc8AkgNBsUSgntU7ow6-aw_,1
STAGING SOURCE — native_document_export_identities.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — native_document_export_identities.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1dJ8U7rBpbKyqLALmD-JYM_uJ1oGNltwGN-qJlZg_mmo/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1823,1dJ8U7rBpbKyqLALmD-JYM_uJ1oGNltwGN-qJlZg_mmo,0
STAGING SOURCE — frozen_register_rows.json — TRC-EC020-v0.3 — NOT EVIDENCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/STAGING SOURCE — frozen_register_rows.json — TRC-EC020-v0.3 — NOT EVIDENCE,https://docs.google.com/document/d/1mm--phCBIYxJhYJRSmbjIFbmClPAWIpPRGvpNiKM0PI/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,4794,1mm--phCBIYxJhYJRSmbjIFbmClPAWIpPRGvpNiKM0PI,0
TRC-WRITE-FALSIFIER-001 — RAW JSON COPY — TEST FIXTURE ONLY.json,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/TRC-WRITE-FALSIFIER-001 — RAW JSON COPY — TEST FIXTURE ONLY.json,https://drive.google.com/file/d/1btFtioUlRpDjLZxaKQTmyplrDfdkTCyO/view?usp=drivesdk,https://docs.google.com/document/d/1RaTFvjw_IcIESI7tEe5_lRiiP16fMTeytcTO9IP0Kbg/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,fccf253ff35505fa7ffb8f01014c22678b9cf413ebd2027cb7ebd64d8d9fd331,TEXT_READING_COPY,6983,1btFtioUlRpDjLZxaKQTmyplrDfdkTCyO,1
AO48-PROBE-027 - WRITE-PATH FALSIFIER PROBE - NOT A CARRIER - DO NOT HASH INTO ANY MANIFEST - DO NOT SEAL,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/97_WRITE_PATH_PROBES — NON-CARRIERS — DO NOT MANIFEST/00_WRITE_TEST_FIXTURES — NOT CAPSULE EVIDENCE/AO48-PROBE-027 - WRITE-PATH FALSIFIER PROBE - NOT A CARRIER - DO NOT HASH INTO ANY MANIFEST - DO NOT SEAL,https://drive.google.com/file/d/1g8y8aRGE_HM0VrMrrQszobemKe-2HWiN/view?usp=drivesdk,https://docs.google.com/document/d/1ss_uNHkOwIJw1b97mDcvZnTuZ40ns_UwcGCyNUvq3LE/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,13e3d0e49296d979fdb812e47a5d1f7d4ef4e15aeae0b5cb43cb7e660f113dfe,TEXT_READING_COPY,714,1g8y8aRGE_HM0VrMrrQszobemKe-2HWiN,1
SUPERSEDED — ZERO CREDIT — seal_record.json — TRC-EC020 — claimed root 3d6e9797,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/SUPERSEDED — ZERO CREDIT — seal_record.json — TRC-EC020 — claimed root 3d6e9797,https://drive.google.com/file/d/1wDwasQSGIWEW7mysQkvPGxb0m0WtEuCp/view?usp=drivesdk,https://docs.google.com/document/d/15Pg5jrZmJP8IBJA0-s9pjoGg_rC6EQcToTnvjGH1D84/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,3182f5f009fa2da8bce76ad282e8f247086e14edc896bb4f70038174c521efb6,TEXT_READING_COPY,2813,1wDwasQSGIWEW7mysQkvPGxb0m0WtEuCp,1
SUPERSEDED ROOT LINE A — primary_export_identities.json — PROVENANCE,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/SUPERSEDED ROOT LINE A — primary_export_identities.json — PROVENANCE,https://drive.google.com/file/d/1mAvJ2rMpXMxG6tvj9WK7vKHg9aV8H2nY/view?usp=drivesdk,https://docs.google.com/document/d/1uEFgqUmfTsUbi1JlyeBLT_lAdR7qHT83LLEkrh9DNp8/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,7510f7cf9605de529e8c7c4bce50001ba0fcb51a6bb4514155f93e326ded9ce3,TEXT_READING_COPY,2528,1mAvJ2rMpXMxG6tvj9WK7vKHg9aV8H2nY,1
NONACTIVE PRELIMINARY — link_validation.json — EVIDENCE SOURCES ONLY,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/NONACTIVE PRELIMINARY — link_validation.json — EVIDENCE SOURCES ONLY,https://drive.google.com/file/d/18fAgrpN80mnYA5Fs9nhlG2xX_S6tZkHB/view?usp=drivesdk,https://docs.google.com/document/d/1sNbXtXLjTB6Np0FABWjnw6Pxdn80799F8TadVoqiWbA/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,7a59b568f3b2731737e258b44e401a0c0ae999ac2af838f9153b54a07dba41de,TEXT_READING_COPY,2488,18fAgrpN80mnYA5Fs9nhlG2xX_S6tZkHB,1
NONACTIVE PRELIMINARY — link_validation.json — PRIMARY SOURCES ONLY,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/NONACTIVE PRELIMINARY — link_validation.json — PRIMARY SOURCES ONLY,https://drive.google.com/file/d/1I5P03tn_Hp_3HpSX7z0lRG6ORQCzc5Y8/view?usp=drivesdk,https://docs.google.com/document/d/1AijN2xNqGQ9zWUidAyfeXidEBiXywMAa9nySdWhYFs4/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,3aaefaf4cfd03af4ce21723442f6d090cd326c084d944a3f31568734064d402c,TEXT_READING_COPY,2104,1I5P03tn_Hp_3HpSX7z0lRG6ORQCzc5Y8,1
TRC-VAL-005-v1.0 — Partial Four-Candidate Size-MIME Publication Receipt — Supporting Provenance,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/TRC-VAL-005-v1.0 — Partial Four-Candidate Size-MIME Publication Receipt — Supporting Provenance,https://docs.google.com/document/d/1h9GIDiuPV5y6wZEvTrZ4yVq8UZjJQgdaw20s9MF5qKk/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,3829,1h9GIDiuPV5y6wZEvTrZ4yVq8UZjJQgdaw20s9MF5qKk,0
SUPERSEDED PROVISIONAL RAW CANDIDATE — native_doc_export_inventory.json — NO MANIFEST CREDIT,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/SUPERSEDED PROVISIONAL RAW CANDIDATE — native_doc_export_inventory.json — NO MANIFEST CREDIT,https://drive.google.com/file/d/14q_aaStXPhZVco-bWxWJBbrt1kgpWrcU/view?usp=drivesdk,https://docs.google.com/document/d/16X2ARjcfikgU6laVvoDuviP7RdyA_TWawqWS3wIBtwE/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,23424761671a15672dd5019e92c7a55a8bf302ff9acc67158cd1ab0213922197,TEXT_READING_COPY,3885,14q_aaStXPhZVco-bWxWJBbrt1kgpWrcU,1
SUPERSEDED PROVISIONAL RAW CANDIDATE — e3_reconstruction_receipt.json — NO MANIFEST CREDIT,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/SUPERSEDED PROVISIONAL RAW CANDIDATE — e3_reconstruction_receipt.json — NO MANIFEST CREDIT,https://drive.google.com/file/d/1Atpb23wHrtCNas29ZBf9O0FOluKynXHD/view?usp=drivesdk,https://docs.google.com/document/d/15Pg5jrZmJP8IBJA0-s9pjoGg_rC6EQcToTnvjGH1D84/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,46b0ed781ddc1a5bc941eb8b3e658f012f194e640955fa60a79e1588f8d83a16,TEXT_READING_COPY,961,1Atpb23wHrtCNas29ZBf9O0FOluKynXHD,1
NONACTIVE EARLIER VARIANT — frozen_register_rows.json — SUPERSEDED BY 1CBRVWAV,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/NONACTIVE EARLIER VARIANT — frozen_register_rows.json — SUPERSEDED BY 1CBRVWAV,https://drive.google.com/file/d/1xwFVO06uPDNWyvN2WWSgdnWzOETuUGvN/view?usp=drivesdk,https://docs.google.com/document/d/1cz0CQIIZ7r9bf4Zn_xALUfJRU_AqWqlSS2CXLq0nkqo/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,cea5da748b9fb9318bfb3a9dbbbd4f8859c429ceb1febcb3baf71ef311e4730b,TEXT_READING_COPY,10895,1xwFVO06uPDNWyvN2WWSgdnWzOETuUGvN,1
SUPERSEDED PROVISIONAL RAW CANDIDATE — frozen_register_rows.json — NO MANIFEST CREDIT,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/SUPERSEDED PROVISIONAL RAW CANDIDATE — frozen_register_rows.json — NO MANIFEST CREDIT,https://drive.google.com/file/d/18VW-a-72TCT1dx3tWjMzyj3dxTD8ola-/view?usp=drivesdk,https://docs.google.com/document/d/1fID5G4CfFipA0iDVTqp2I38RLc_gKUJIPJf86VHZJjQ/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,9cdcfee333cc2af5755dd71f3ade3eb212347789823310b0c678ac1b7663ea6d,TEXT_READING_COPY,12276,18VW-a-72TCT1dx3tWjMzyj3dxTD8ola-,1
NONACTIVE EARLIER VARIANT — native_document_export_identities.json — SUPERSEDED BY 1Ps9NsO4,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/92_COLLISION_PROVENANCE — DO NOT COUNT AS PRIMARY/NONACTIVE EARLIER VARIANT — native_document_export_identities.json — SUPERSEDED BY 1Ps9NsO4,https://drive.google.com/file/d/1cBJwzWWPdHW5pLxn-E1GNNCYlXt5UngK/view?usp=drivesdk,https://docs.google.com/document/d/1sNKqfSd5OC3we38F4wtMnvsf1_3CX3_UDtP1xEWtusw/edit?usp=drivesdk,application/json,QUARANTINE_OR_HISTORY,594ad07ad3b264013b130be92986bef67484c0651a5fbcad7f4422e50f188d8c,TEXT_READING_COPY,2147,1cBJwzWWPdHW5pLxn-E1GNNCYlXt5UngK,1
WARNING — seal_record.json IS SUPERSEDED — ZERO CREDIT — TRC-EC020 IS NOT SEALED — see CL-TRC-215,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.3 — RAW FILES/WARNING — seal_record.json IS SUPERSEDED — ZERO CREDIT — TRC-EC020 IS NOT SEALED — see CL-TRC-215,https://drive.google.com/file/d/18RrbmPmOFULqI35qPwYFmWkiKHIzjn22/view?usp=drivesdk,https://docs.google.com/document/d/1FSPqtkUhcReoEiB0hvcJW8nq6RGU1LBhs5TOSgWGl14/edit?usp=drivesdk,text/plain,QUARANTINE_OR_HISTORY,c73e4cac0efde349aa22ff32984828efb4190368a819ee57d7d6241ad75bac49,TEXT_READING_COPY,1846,18RrbmPmOFULqI35qPwYFmWkiKHIzjn22,1
e3_wrapper_export_identity.json,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.3 — RAW FILES/e3_wrapper_export_identity.json,https://drive.google.com/file/d/1F7lYhitii_xTuJRXyGmmul_Ycro8PZCk/view?usp=drivesdk,https://docs.google.com/document/d/1VBSJVHOWXR1DittaCqpq86vSfpZxy5TyOnedjJ2zsbo/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,ae132989ae09da2cf2fe32a432c3a5a5a2b78f8de3777720d549fec7e69bac0e,TEXT_READING_COPY,622,1F7lYhitii_xTuJRXyGmmul_Ycro8PZCk,1
primary_document_export_identities.json,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.3 — RAW FILES/primary_document_export_identities.json,https://drive.google.com/file/d/1Tq-Axx6s7_JxwMuix1pOl5zj6ef84SKJ/view?usp=drivesdk,https://docs.google.com/document/d/12UARHhSc3sjiEKaCb0tmFgthZquTL5HZrlMfnVEBBD4/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,7d00ed2bf8878b5ff62c8d3ee3150d52f73c3b595d6ab69823c8b01a055a721f,TEXT_READING_COPY,1578,1Tq-Axx6s7_JxwMuix1pOl5zj6ef84SKJ,1
e3_reconstruction_receipt.json — TRC-EC020-v0.3 — RAW VERIFIED,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.3 — RAW FILES/e3_reconstruction_receipt.json — TRC-EC020-v0.3 — RAW VERIFIED,https://drive.google.com/file/d/1oPPozzCzvyoeln-GtX8YsYiT4N17Q-h4/view?usp=drivesdk,https://docs.google.com/document/d/1euj_fAoFNcyagvch4tBKu2XDhymAlL_LBM2-xKWfT7s/edit?usp=drivesdk,application/json,RESEARCH_SOURCE_CHECK_STATUS,f0e3df4e15f84eea5656df5402b09a65eb645b1ed1f7427c0b2c0729c624c208,TEXT_READING_COPY,934,1oPPozzCzvyoeln-GtX8YsYiT4N17Q-h4,1
validation_summary.json — TRC-EC020-v0.2 — CORRECTED VALIDATION CARRIER,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.2/validation_summary.json — TRC-EC020-v0.2 — CORRECTED VALIDATION CARRIER,https://docs.google.com/document/d/1-s6eNcZ8m4vdHjuc1pBN3mkdWY-H4ICL0Gmunm-XINs/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1-s6eNcZ8m4vdHjuc1pBN3mkdWY-H4ICL0Gmunm-XINs,0
root_hash_receipt.json — TRC-EC020-v0.2 — CORRECTED VALIDATION CARRIER,01_ACTIVE_RESEARCH_PACKAGES/15_REVIEWS_RESPONSES_AND_CLOSURES/03_TERMINAL_REPLICATION_CAPSULES/02_CAPSULES_IN_ASSEMBLY/EC-020 — REPLICATION CAPSULE — ASSEMBLY v0.1/91_MACHINE_READABLE_SUPPORT — TRC-EC020-v0.2/root_hash_receipt.json — TRC-EC020-v0.2 — CORRECTED VALIDATION CARRIER,https://docs.google.com/document/d/1hIIp_Flq0EH9G0SgUx6yDYrBMo7D2AzHdRa9CWwzTqA/edit?usp=drivesdk,,application/vnd.google-apps.document,RESEARCH_SOURCE_CHECK_STATUS,,DIRECT_NATIVE,1024,1hIIp_Flq0EH9G0SgUx6yDYrBMo7D2AzHdRa9CWwzTqA,0
